INSERT Address (Street, City, ZIP, Country) VALUES ('Red Clarendon 7','Peshastin',404919,'France');
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,879,2437);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,878,2438);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,879,2438);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,878,2439);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,879,2439);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,878,2440);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,879,2440);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,878,2441);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,879,2441);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,878,2442);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,879,2442);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,878,2443);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,879,2443);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,878,2444);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,879,2444);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,878,2436);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (568,879,2436);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (569,880,2435);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (569,880,2436);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (569,880,2437);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (569,880,2438);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (569,880,2439);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (569,880,2440);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (569,880,2441);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (571,886,1894);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (571,886,1895);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (572,887,4848);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (572,887,4849);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (574,889,187);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (575,891,2221);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (576,893,2221);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (576,894,2221);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (577,895,4835);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (577,895,4836);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (577,895,4837);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (578,897,4835);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (578,898,4835);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (578,898,4836);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (578,897,4837);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (578,898,4837);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,900,4808);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,901,4808);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,899,4810);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,900,4810);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,901,4810);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,899,4811);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,900,4811);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,901,4811);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,899,4812);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,900,4812);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,901,4812);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,899,4809);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,900,4809);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (579,901,4809);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,902,4354);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,903,4354);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,902,4355);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,903,4355);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,902,4357);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,903,4357);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,902,4358);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,903,4358);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,902,4359);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,903,4359);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,902,4360);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,903,4360);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,902,4356);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (580,903,4356);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (581,904,5456);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (582,905,2893);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (582,905,2894);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (582,905,2895);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (582,905,2896);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (582,905,2897);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (582,905,2898);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (582,905,2899);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (582,905,2900);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (583,907,1596);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (583,907,1597);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (583,907,1598);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (583,907,1599);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (583,907,1600);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (583,907,1601);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (584,908,1072);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (584,908,1073);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (584,908,1074);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (584,908,1075);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (584,908,1076);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (584,908,1077);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (584,908,1078);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (584,908,1079);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (585,910,1072);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (585,910,1073);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (585,910,1074);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (585,910,1076);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (585,910,1077);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (585,910,1078);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (585,910,1079);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (586,911,3604);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (586,911,3605);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (586,911,3606);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,913,853);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,914,853);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,913,854);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,914,854);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,913,855);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,914,855);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,913,856);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,914,856);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,913,852);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (587,914,852);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (588,916,3455);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (589,919,3455);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (590,921,3890);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (590,921,3891);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (590,921,3889);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (591,922,4943);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (591,923,4943);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (591,922,4944);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (591,923,4944);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,924,404);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,925,404);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,924,405);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,925,405);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,924,406);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,925,406);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,924,407);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,925,407);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,924,408);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,925,408);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,924,409);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,925,409);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,924,410);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,925,410);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,924,411);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,925,411);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (592,924,412);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (593,926,1186);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (593,926,1187);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (593,926,1188);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (594,927,5456);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (594,928,5456);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (596,929,5696);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (596,929,5697);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (596,929,5698);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (596,929,5699);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (596,929,5700);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1538);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1538);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1539);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1539);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1540);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1540);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1541);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1541);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1542);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1542);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1543);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1543);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1545);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1545);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1546);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1546);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1547);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1547);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1548);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1548);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1549);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1549);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1550);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1550);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1551);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1551);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1552);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1552);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,931,1544);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (597,934,1544);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1538);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1540);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1541);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1542);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1544);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1545);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1546);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1547);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1548);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1549);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (598,935,1539);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2630);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2630);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2631);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2631);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2632);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2632);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2633);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2633);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2634);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2634);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2635);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2635);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2636);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2636);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2637);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2637);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2640);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2640);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2641);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2641);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2642);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2642);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,936,2638);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2638);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (599,937,2639);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,939,4838);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,939,4839);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,939,4840);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,940,4841);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,939,4842);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,939,4843);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,939,4844);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,939,4846);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,939,4847);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (600,939,4845);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,941,4838);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,942,4838);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,941,4839);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,942,4839);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,941,4840);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,942,4840);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,941,4841);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,942,4841);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,941,4842);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (601,942,4842);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (602,945,293);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (602,946,293);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (602,946,294);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (602,945,295);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (602,946,295);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (603,947,96);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (603,947,97);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (604,949,2492);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (604,949,2493);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (605,951,66);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (605,951,67);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,952,977);
